NAM_line,Chr,Group,Start,End,Array.size..bp.,Repeat.content..bp.,Repeat.Percentage,X100N,Ngap.Percentage,AF013103.1,CentC,CL569186.1,knob180,TR.1,type,structure,Cyto_vis,Cyto_type,Name,Notes
CML333,chr6,15,150570997,150617148,46151,11044,0.239,NA,0,0,0,0,0,1,TR-1,single,YES,TR-1,6L,
CML247,chr6,15,150687584,150761882,74298,39861,0.537,Y,0.001,0,0,0,0,1,TR-1,single,YES,mix,6L,
Ky21,chr6,17,150976925,151031839,54914,37540,0.684,Y,0.002,0,0,0,1,0,knob180,single,YES,mixed,6L,
Oh7b,chr6,17,151664369,151949613,285244,99300,0.348,Y,0.325,0,0,0,0,1,TR-1,single,YES,mixed,6L,
CML103,chr6,17,152118067,152164217,46150,11045,0.239,NA,0,0,0,0,0,1,TR-1,single,YES,tr-1,6L,
CML228,chr6,19,152253891,152300398,46507,11026,0.237,NA,0,0,0,0,0,1,TR-1,single,,,,
Ki3,chr6,16,152461890,152504691,42801,11045,0.258,NA,0,0,0,0,0,1,TR-1,single,YES,TR-1,6L,
HP301,chr6,17,153310251,153353049,42798,11045,0.258,NA,0,0,0,0,0,1,TR-1,single,YES,knob180,6L,
NC358,chr6,16,153558098,153604605,46507,11014,0.237,NA,0,0,0,0,0,1,TR-1,single,YES,TR-1,6L,
Tzi8,chr6,15,153562093,153608600,46507,11044,0.237,NA,0,0,0,0,0,1,TR-1,single,,,,
Mo18W,chr6,19,153595903,154188055,592152,381232,0.644,Y,0,0,0,0,0,1,TR-1,single,YES,mixed,6L,
CML52,chr6,17,153613683,153656474,42791,11027,0.258,NA,0,0,0,0,0,1,TR-1,single,YES,mixed,6L,
CML247,chr6,16,153637747,153696576,58829,11044,0.188,NA,0,0,0,0,0,1,TR-1,single,YES,mix,6L,
Ki11,chr6,12,153743196,153801055,57859,11034,0.191,NA,0,0,0,0,0,1,TR-1,single,,,,
P39,chr6,12,153982119,154028230,46111,11045,0.24,NA,0,0,0,0,0,1,TR-1,single,YES,TR-1,6L,
CML103,chr6,18,155028412,155077856,49444,32152,0.65,Y,0.002,0,0,0,1,0,knob180,single,,,,
Oh7b,chr6,18,155048857,155095009,46152,11045,0.239,NA,0,0,0,0,0,1,TR-1,single,YES,mixed,6L,
MS71,chr6,8,155101623,155147774,46151,11045,0.239,NA,0,0,0,0,0,1,TR-1,single,YES,knob180,6L,
CML277,chr6,20,155805654,155855668,50014,32709,0.654,Y,0.002,0,0,0,1,0,knob180,single,,,,
HP301,chr6,18,156211008,156265663,54655,29355,0.537,Y,0.002,0,0,0,1,0,knob180,single,YES,knob180,6L,
CML69,chr6,19,156287431,156338170,50739,23819,0.469,Y,0.002,0,0,0,1,0,knob180,single,YES,mixed,6L,
CML247,chr6,17,156552699,156572309,19610,12025,0.613,NA,0,0,0,0,1,0,knob180,single,YES,mix,6L,
Tzi8,chr6,16,156554463,156604069,49606,29950,0.604,Y,0.002,0,0,0,1,0,knob180,single,,,,
CML52,chr6,18,156652963,156712345,59382,32407,0.546,Y,0.002,0,0,0,1,0,knob180,single,YES,mixed,6L,
NC358,chr6,17,156742614,156808864,66250,43026,0.649,Y,0.002,0,0,0,1,0,knob180,single,YES,TR-1,6L,
NC350,chr6,17,157080478,157409806,329328,243689,0.74,Y,0,0,0,0,0,1,TR-1,single,YES,mixed,6L,
B73,chr6,15,157148502,157194655,46153,11044,0.239,NA,0,0,0,0,0,1,TR-1,single,,,,
MS71,chr6,9,157877762,157934000,56238,38888,0.691,Y,0.002,0,0,0,1,0,knob180,single,YES,knob180,6L,
Oh7b,chr6,19,158054681,158095780,41099,20690,0.503,Y,0.002,0,0,0,1,0,knob180,single,YES,mixed,6L,
B97,chr6,16,158255954,158302107,46153,11044,0.239,NA,0,0,0,0,0,1,TR-1,single,,,,
M162W,chr6,16,159488389,159579204,90815,54650,0.602,NA,0,0,0,0,0,1,TR-1,single,YES,mixed,6L,
M162W,chr6,17,159688458,159887469,199011,117138,0.589,Y,0.001,0,0,0,0,1,TR-1,single,YES,mixed,6L,
Mo18W,chr6,20,160076246,160130748,54502,37179,0.682,Y,0.002,0,0,0,1,0,knob180,single,YES,mixed,6L,
NC350,chr6,18,160552761,160599269,46508,11041,0.237,NA,0,0,0,0,0,1,TR-1,single,YES,mixed,6L,
M37W,chr6,14,161246797,161292950,46153,11044,0.239,NA,0,0,0,0,0,1,TR-1,single,YES,knob180,6L,
M162W,chr6,18,162868423,162914551,46128,11045,0.239,NA,0,0,0,0,0,1,TR-1,single,YES,mixed,6L,
M37W,chr6,15,164192435,164325670,133235,81096,0.609,Y,0.001,0,0,0,1,0,knob180,single,YES,knob180,6L,
M162W,chr6,19,165775897,165833036,57139,39650,0.694,Y,0.002,0,0,0,1,0,knob180,single,YES,mixed,6L,
Oh43,chr6,12,170776325,171450305,673980,265684,0.394,NA,0,0,0,0.009,0.63,0.361,knob180,mixed,,,,
IL14H,chr6,13,171190811,171906900,716089,341215,0.476,NA,0,0,0,0,0.604,0.396,knob180,mixed,,,,
Tx303,chr6,15,171319887,172039824,719937,336494,0.467,NA,0.033,0,0,0.013,0.586,0.402,knob180,mixed,,,,
Ky21,chr6,18,171941619,172579327,637708,261887,0.411,NA,0.085,0,0,0,0.622,0.378,knob180,mixed,,,,
CML333,chr6,16,173789908,174475617,685709,314115,0.458,NA,0,0,0,0.008,0.603,0.39,knob180,mixed,,,,
CML322,chr6,13,174785749,175451414,665665,250775,0.377,NA,0,0,0,0,0.638,0.362,knob180,mixed,,,,
CML103,chr6,19,175600589,176272488,671899,256495,0.382,NA,0.007,0,0,0,0.635,0.365,knob180,mixed,YES,knob180,6L,
Ki3,chr6,17,175827115,176406913,579798,242552,0.418,NA,0,0,0,0,0.644,0.356,knob180,mixed,,,,
CML52,chr6,19,176220317,176787762,567445,243719,0.43,NA,0,0,0,0,0.638,0.362,knob180,mixed,,,,
CML277,chr6,21,176587689,177158057,570368,266943,0.468,NA,0,0,0,0,0.597,0.403,knob180,mixed,,,,
CML228,chr6,20,176659042,177295822,636780,268402,0.421,NA,0.059,0,0,0.002,0.596,0.402,knob180,mixed,YES,knob180,6L,
NC358,chr6,18,176767312,177422631,655319,313687,0.479,NA,0,0,0,0.004,0.601,0.395,knob180,mixed,,,,
HP301,chr6,19,177067082,177672499,605417,250354,0.414,NA,0,0,0,0,0.625,0.375,knob180,mixed,,,,
CML69,chr6,20,177377710,177829924,452214,216982,0.48,NA,0,0,0,0,0.637,0.363,knob180,mixed,,,,
P39,chr6,13,177539083,178182699,643616,285516,0.444,NA,0.037,0,0,0.017,0.596,0.388,knob180,mixed,,,,
Tzi8,chr6,17,177798002,178498412,700410,307752,0.439,NA,0,0,0,0.005,0.602,0.393,knob180,mixed,,,,
CML247,chr6,18,177802046,178358081,556035,264831,0.476,NA,0,0,0,0.002,0.62,0.377,knob180,mixed,,,,
Ki11,chr6,13,178008453,178663884,655431,261029,0.398,NA,0,0,0,0,0.636,0.364,knob180,mixed,,,,
CML69,chr6,21,178077030,178136462,59432,23476,0.395,NA,0,0,0,0,0.484,0.516,TR-1,mixed,,,,
MS71,chr6,10,179440443,180016990,576547,278710,0.483,NA,0,0,0,0,0.605,0.395,knob180,mixed,,,,
Oh7b,chr6,20,179933066,180453847,520781,246682,0.474,NA,0,0,0,0,0.616,0.384,knob180,mixed,,,,
MS71,chr6,11,180144218,180226282,82064,34443,0.42,NA,0,0,0,0.109,0.492,0.399,knob180,mixed,,,,
B73,chr6,16,180728433,181357234,628801,299171,0.476,NA,0,0,0,0.008,0.606,0.386,knob180,mixed,,,,
Mo18W,chr6,21,181157489,181874756,717267,324532,0.452,NA,0,0,0,0,0.601,0.399,knob180,mixed,,,,
B97,chr6,17,181858163,182679568,821405,362308,0.441,NA,0,0,0,0,0.61,0.39,knob180,mixed,,,,
NC350,chr6,19,184868619,185630461,761842,345822,0.454,NA,0,0,0,0.015,0.593,0.392,knob180,mixed,,,,
M37W,chr6,16,185612871,186261677,648806,271013,0.418,NA,0,0,0,0.003,0.636,0.361,knob180,mixed,,,,
M162W,chr6,20,186392561,187034915,642354,307877,0.479,NA,0,0,0,0.007,0.603,0.391,knob180,mixed,,,,
CML247,chr7,1,1,29562,29561,5524,0.187,NA,0,0,0,0.397,0.603,0,knob180,mixed,,,,
CML277,chr7,1,1,30785,30784,6651,0.216,NA,0,0,0,0.499,0.501,0,knob180,mixed,,,,
CML52,chr7,1,1,29952,29951,5884,0.196,NA,0,0,0,0.433,0.567,0,knob180,mixed,YES,mixed,7S,
CML69,chr7,1,1,29809,29808,5766,0.193,NA,0,0,0,0.433,0.567,0,knob180,mixed,,,,
Ki11,chr7,1,1,33205,33204,5637,0.17,NA,0,0,0,0.42,0.58,0,knob180,mixed,,,,
M162W,chr7,1,1,49068,49067,5922,0.121,NA,0,0,0,0.447,0.553,0,knob180,mixed,,,,
Mo18W,chr7,1,1,37558,37557,36907,0.983,NA,0,0,0,0,0.759,0.241,knob180,mixed,,,,
Tzi8,chr7,1,1,164155,164154,56386,0.343,NA,0.419,0,0,0,1,0,knob180,single,YES,mixed,7S,
Oh43,chr7,1,4,26407,26403,5446,0.206,NA,0,0,0,0.399,0.601,0,knob180,mixed,,,,
Oh7b,chr7,1,4,49129,49125,5944,0.121,NA,0,0,0,0.45,0.55,0,knob180,mixed,,,,
HP301,chr7,1,6,10616,10610,4189,0.395,NA,0,0,0,0.219,0.781,0,knob180,mixed,,,,
CML333,chr7,1,9,29642,29633,5623,0.19,NA,0,0,0,0.407,0.593,0,knob180,mixed,,,,
CML228,chr7,1,17,29858,29841,5835,0.196,NA,0,0,0,0.429,0.571,0,knob180,mixed,,,,
CML103,chr7,1,19259,44187,24928,4662,0.187,NA,0,0,0,0.298,0.702,0,knob180,mixed,,,,
M162W,chr7,2,771323,788988,17665,2418,0.137,NA,0,0,0,0,1,0,knob180,single,,,,
HP301,chr7,2,772949,790616,17667,2418,0.137,NA,0,0,0,0,1,0,knob180,single,,,,
NC358,chr7,2,912679,940491,27812,2928,0.105,NA,0,0,0,0,1,0,knob180,single,,,,
HP301,chr7,3,38224184,38246015,21831,2877,0.132,NA,0,0,0,0,0.358,0.642,TR-1,mixed,,,,
Oh7b,chr7,2,38418612,38440426,21814,2877,0.132,NA,0,0,0,0,0.358,0.642,TR-1,mixed,,,,
Mo18W,chr7,2,38439991,38461819,21828,2877,0.132,NA,0,0,0,0,0.358,0.642,TR-1,mixed,,,,
IL14H,chr7,1,38749532,38763363,13831,2877,0.208,NA,0,0,0,0,0.358,0.642,TR-1,mixed,,,,
CML103,chr7,2,38772905,38794731,21826,2877,0.132,NA,0,0,0,0,0.358,0.642,TR-1,mixed,,,,
B97,chr7,2,38839062,38860877,21815,2877,0.132,NA,0,0,0,0,0.358,0.642,TR-1,mixed,,,,
Oh43,chr7,2,38862791,38884628,21837,2877,0.132,NA,0,0,0,0,0.358,0.642,TR-1,mixed,,,,
CML322,chr7,2,39172522,39194350,21828,2877,0.132,NA,0,0,0,0,0.358,0.642,TR-1,mixed,,,,
NC350,chr7,3,39252908,39263887,10979,4117,0.375,NA,0,0,0,0,0.237,0.763,TR-1,mixed,,,,
P39,chr7,2,39414226,39435596,21370,2877,0.135,NA,0,0,0,0,0.358,0.642,TR-1,mixed,,,,
MS71,chr7,2,39826726,39837705,10979,4117,0.375,NA,0,0,0,0,0.238,0.762,TR-1,mixed,,,,
Tx303,chr7,2,40133549,40155381,21832,2877,0.132,NA,0,0,0,0,0.358,0.642,TR-1,mixed,,,,
CML228,chr7,3,40175782,40200258,24476,4101,0.168,NA,0,0,0,0,0.206,0.794,TR-1,mixed,,,,
Ky21,chr7,1,40251084,40272920,21836,2877,0.132,NA,0,0,0,0,0.358,0.642,TR-1,mixed,,,,
Ki11,chr7,3,40382546,40407023,24477,4101,0.168,NA,0,0,0,0,0.206,0.794,TR-1,mixed,,,,
CML333,chr7,3,40383057,40404889,21832,2877,0.132,NA,0,0,0,0,0.358,0.642,TR-1,mixed,,,,
CML52,chr7,2,40401716,40423539,21823,2877,0.132,NA,0,0,0,0,0.358,0.642,TR-1,mixed,,,,
M37W,chr7,1,40555950,40577774,21824,2877,0.132,NA,0,0,0,0,0.358,0.642,TR-1,mixed,,,,
B73,chr7,3,40623415,40645240,21825,2877,0.132,NA,0,0,0,0,0.358,0.642,TR-1,mixed,,,,
CML247,chr7,3,40659935,40681764,21829,2877,0.132,NA,0,0,0,0,0.358,0.642,TR-1,mixed,,,,
NC358,chr7,3,40663489,40685327,21838,2877,0.132,NA,0,0,0,0,0.358,0.642,TR-1,mixed,,,,
CML277,chr7,2,40755906,40777735,21829,2877,0.132,NA,0,0,0,0,0.358,0.642,TR-1,mixed,,,,
M162W,chr7,3,41472814,41483793,10979,4117,0.375,NA,0,0,0,0,0.237,0.763,TR-1,mixed,,,,
HP301,chr7,6,150006143,151662143,1656000,1213867,0.733,Y,0,0,0,0,0.966,0.034,knob180,mixed,YES,knob180,7L,
CML322,chr7,5,150990816,152578930,1588114,1096874,0.691,Y,0.076,0,0,0,0.939,0.061,knob180,mixed,YES,knob180,7L,
CML69,chr7,5,151584606,151598969,14363,14263,0.993,NA,0,0,0,0,1,0,knob180,single,YES,knob180,7L,
CML69,chr7,6,151764698,152002147,237449,150406,0.633,NA,0.009,0,0,0,0.931,0.069,knob180,mixed,YES,knob180,7L,
HP301,chr7,7,151860358,152350251,489893,389958,0.796,NA,0,0,0,0,0.928,0.072,knob180,mixed,YES,knob180,7L,
Oh43,chr7,6,152241385,152777381,535996,371316,0.693,Y,0,0,0,0,0.951,0.049,knob180,mixed,YES,knob180,7L,
CML69,chr7,7,152289462,152752585,463123,303656,0.656,NA,0.056,0,0,0,0.953,0.047,knob180,mixed,YES,knob180,7L,
Oh7b,chr7,5,152419264,153277265,858001,529760,0.617,Y,0.117,0,0,0,0.927,0.073,knob180,mixed,YES,knob180,7L,
HP301,chr7,8,152489943,152657377,167434,121756,0.727,NA,0,0,0,0,1,0,knob180,single,YES,knob180,7L,
B97,chr7,5,152553301,155003465,2450164,1819268,0.743,Y,0.037,0,0,0,0.962,0.038,knob180,mixed,YES,knob180,7L,
Mo18W,chr7,6,152694994,155188242,2493248,1683450,0.675,Y,0.068,0,0,0,0.959,0.041,knob180,mixed,YES,knob180,7L,
Tx303,chr7,6,152864937,153686473,821536,626842,0.763,NA,0,0,0,0,0.938,0.062,knob180,mixed,YES,knob180,7L,
CML69,chr7,8,152942115,153151021,208906,109850,0.526,Y,0,0,0,0,1,0,knob180,single,YES,knob180,7L,
Ki3,chr7,5,153025643,153041675,16032,15950,0.995,NA,0,0,0,0,1,0,knob180,single,YES,knob180,7L,
Oh43,chr7,7,153036176,153092788,56612,55962,0.989,NA,0,0,0,0,1,0,knob180,single,YES,knob180,7L,
CML228,chr7,6,153072457,153092194,19737,19620,0.994,NA,0,0,0,0,1,0,knob180,single,YES,knob180,7L,
Ki3,chr7,6,153171372,153894289,722917,407967,0.564,NA,0.182,0,0,0,0.918,0.082,knob180,mixed,YES,knob180,7L,
CML228,chr7,7,153205685,153481809,276124,150056,0.543,NA,0.175,0,0,0,0.879,0.121,knob180,mixed,YES,knob180,7L,
CML69,chr7,9,153330745,153484693,153948,69068,0.449,NA,0.316,0,0,0,1,0,knob180,single,YES,knob180,7L,
NC358,chr7,6,153432523,155428041,1995518,1368999,0.686,Y,0.072,0,0,0,0.949,0.051,knob180,mixed,YES,knob180,7L,
CML103,chr7,5,153478022,155162702,1684680,1223115,0.726,Y,0.002,0,0,0,0.966,0.034,knob180,mixed,YES,knob180,7L,
Oh7b,chr7,6,153598264,153648661,50397,49800,0.988,NA,0,0,0,0,1,0,knob180,single,YES,knob180,7L,
M162W,chr7,6,153743064,155622449,1879385,1325874,0.705,Y,0.075,0,0,0,0.947,0.053,knob180,mixed,YES,knob180,7L,
CML228,chr7,8,153777642,153945459,167817,103116,0.614,NA,0,0,0,0,0.936,0.064,knob180,mixed,YES,knob180,7L,
Tx303,chr7,7,153896151,154677558,781407,594005,0.76,Y,0,0,0,0,0.996,0.004,knob180,mixed,YES,knob180,7L,
Ki3,chr7,7,154012515,154204650,192135,86180,0.449,NA,0.414,0,0,0,1,0,knob180,single,YES,knob180,7L,
CML228,chr7,9,154053644,154412267,358623,193441,0.539,Y,0.208,0,0,0,1,0,knob180,single,YES,knob180,7L,
NC350,chr7,6,154121711,156521632,2399921,1847157,0.77,Y,0,0,0,0,0.962,0.038,knob180,mixed,YES,knob180,7L,
CML333,chr7,6,154203977,155203829,999852,696578,0.697,Y,0.041,0,0,0,0.931,0.069,knob180,mixed,YES,knob180,7L,
CML247,chr7,6,154263875,154278305,14430,14346,0.994,NA,0,0,0,0,1,0,knob180,single,YES,knob180,7L,
CML247,chr7,7,154396521,155029916,633395,397986,0.628,NA,0.104,0,0,0,0.902,0.098,knob180,mixed,YES,knob180,7L,
Ki3,chr7,8,154405612,154593686,188074,139921,0.744,Y,0.001,0,0,0,0.869,0.131,knob180,mixed,YES,knob180,7L,
Ki3,chr7,9,154708854,154820452,111598,55166,0.494,NA,0,0,0,0,1,0,knob180,single,YES,knob180,7L,
CML228,chr7,10,154722575,154736283,13708,13554,0.989,NA,0,0,0,0,1,0,knob180,single,YES,knob180,7L,
Ki3,chr7,10,154981649,155137641,155992,75730,0.485,NA,0.225,0,0,0,1,0,knob180,single,YES,knob180,7L,
MS71,chr7,6,155148671,155563085,414414,315427,0.761,NA,0,0,0,0,0.942,0.058,knob180,mixed,YES,knob180,7L,
Ky21,chr7,4,155282590,155299627,17037,16922,0.993,NA,0,0,0,0,1,0,knob180,single,YES,knob180,7L,
CML247,chr7,8,155334502,155463300,128798,92282,0.716,NA,0,0,0,0,1,0,knob180,single,YES,knob180,7L,
CML103,chr7,6,155360142,156177853,817711,621847,0.76,NA,0,0,0,0,0.955,0.045,knob180,mixed,YES,knob180,7L,
CML333,chr7,7,155367592,155532212,164620,118685,0.721,NA,0,0,0,0,1,0,knob180,single,YES,knob180,7L,
Ky21,chr7,5,155422628,155698605,275977,190554,0.69,NA,0,0,0,0,0.904,0.096,knob180,mixed,YES,knob180,7L,
CML52,chr7,6,155478822,155492309,13487,13387,0.993,NA,0,0,0,0,1,0,knob180,single,YES,knob180,7L,
NC358,chr7,7,155555522,155727844,172322,126702,0.735,NA,0,0,0,0,1,0,knob180,single,YES,knob180,7L,
CML247,chr7,9,155575174,155777392,202218,94058,0.465,Y,0,0,0,0,1,0,knob180,single,YES,knob180,7L,
CML52,chr7,7,155613398,155952106,338708,220102,0.65,Y,0,0,0,0,0.917,0.083,knob180,mixed,YES,knob180,7L,
M37W,chr7,4,155666415,157747848,2081433,1558343,0.749,Y,0.013,0,0,0,0.955,0.045,knob180,mixed,YES,knob180,7L,
M162W,chr7,7,155795531,155936185,140654,82080,0.584,NA,0.112,0,0,0,1,0,knob180,single,YES,knob180,7L,
Ki11,chr7,6,155830423,158342595,2512172,1922358,0.765,Y,0.013,0,0,0,0.964,0.036,knob180,mixed,YES,knob180,7L,
CML247,chr7,10,156098326,156115408,17082,16921,0.991,NA,0,0,0,0,1,0,knob180,single,YES,knob180,7L,
Ky21,chr7,6,156175455,156737735,562280,406650,0.723,Y,0.022,0,0,0,0.969,0.031,knob180,mixed,YES,knob180,7L,
MS71,chr7,7,156180924,157940628,1759704,1305745,0.742,Y,0.026,0,0,0,0.961,0.039,knob180,mixed,YES,knob180,7L,
Tzi8,chr7,3,156249355,156268667,19312,19176,0.993,NA,0,0,0,0,1,0,knob180,single,YES,knob180,7L,
CML52,chr7,8,156319136,156330330,11194,11069,0.989,NA,0,0,0,0,1,0,knob180,single,YES,knob180,7L,
Tzi8,chr7,4,156495287,156628763,133476,92682,0.694,NA,0,0,0,0,0.889,0.111,knob180,mixed,YES,knob180,7L,
B73,chr7,6,156651286,159137156,2485870,1903285,0.766,Y,0.01,0,0,0,0.963,0.037,knob180,mixed,Y,knob180,7L,
Tzi8,chr7,5,156783193,157016046,232853,171513,0.737,NA,0,0,0,0,0.88,0.12,knob180,mixed,YES,knob180,7L,
Ky21,chr7,7,156895333,157066689,171356,125675,0.733,NA,0,0,0,0,1,0,knob180,single,YES,knob180,7L,
Tzi8,chr7,6,157169213,157468836,299623,179361,0.599,Y,0.108,0,0,0,1,0,knob180,single,YES,knob180,7L,
Tzi8,chr7,7,157750894,157810239,59345,49160,0.828,NA,0,0,0,0,1,0,knob180,single,YES,knob180,7L,
M37W,chr7,5,157904866,158076665,171799,126103,0.734,NA,0,0,0,0,1,0,knob180,single,YES,knob180,7L,
CML277,chr7,6,158115389,158160025,44636,30533,0.684,NA,0,0,0,0,1,0,knob180,single,YES,knob180,7L,
CML277,chr7,7,158382171,158554018,171847,72863,0.424,Y,0.001,0,0,0,1,0,knob180,single,YES,knob180,7L,
CML277,chr7,8,171438491,171602271,163780,41403,0.253,NA,0,0,0,0,0.739,0.261,knob180,mixed,,,,
CML103,chr8,1,1,282078,282077,159849,0.567,NA,0,0,0,0.014,0.893,0.094,knob180,mixed,,,,
CML277,chr8,1,1,212293,212292,114016,0.537,NA,0,0,0,0,0.921,0.079,knob180,mixed,,,,
HP301,chr8,1,1,306780,306779,149845,0.488,NA,0,0,0,0,0.88,0.12,knob180,mixed,,,,
IL14H,chr8,1,1,262010,262009,148950,0.568,NA,0,0,0,0.006,0.894,0.1,knob180,mixed,,,,
Ki11,chr8,1,1,347420,347419,150365,0.433,NA,0,0,0,0.018,0.884,0.098,knob180,mixed,,,,
Ki3,chr8,1,1,272906,272905,150309,0.551,NA,0,0,0,0.013,0.888,0.1,knob180,mixed,,,,
Ky21,chr8,1,1,303302,303301,146555,0.483,NA,0,0,0,0,0.899,0.101,knob180,mixed,,,,
M162W,chr8,1,1,255749,255748,142786,0.558,NA,0,0,0,0.004,0.891,0.105,knob180,mixed,,,,
M37W,chr8,1,1,262124,262123,149509,0.57,NA,0,0,0,0.008,0.892,0.1,knob180,mixed,,,,
MS71,chr8,1,1,266305,266304,153020,0.575,NA,0,0,0,0.032,0.871,0.098,knob180,mixed,,,,
NC350,chr8,1,1,272025,272024,157504,0.579,NA,0,0,0,0.024,0.881,0.095,knob180,mixed,,,,
Oh7b,chr8,1,1,263067,263066,150475,0.572,NA,0,0,0,0.015,0.886,0.099,knob180,mixed,,,,
Tx303,chr8,1,1,309155,309154,152066,0.492,NA,0,0,0,0.036,0.867,0.097,knob180,mixed,,,,
B73,chr8,1,4,263045,263041,149792,0.569,NA,0,0,0,0.011,0.89,0.1,knob180,mixed,,,,
P39,chr8,1,4,262882,262878,149699,0.569,NA,0,0,0,0.01,0.89,0.1,knob180,mixed,,,,
CML247,chr8,1,10,200480,200470,111732,0.557,NA,0,0,0,0,0.919,0.081,knob180,mixed,,,,
CML69,chr8,1,20,268183,268163,148950,0.555,NA,0,0,0,0.005,0.891,0.104,knob180,mixed,,,,
CML333,chr8,1,33,261886,261853,148702,0.568,NA,0,0,0,0.003,0.896,0.101,knob180,mixed,,,,
Mo18W,chr8,1,170,265764,265594,150681,0.567,NA,0,0,0,0,0.901,0.099,knob180,mixed,,,,
Tzi8,chr8,1,197,270392,270195,148386,0.549,NA,0,0,0,0,0.899,0.101,knob180,mixed,,,,
NC358,chr8,1,252,283776,283524,159106,0.561,NA,0,0,0,0,0.906,0.094,knob180,mixed,,,,
Oh43,chr8,1,350,255506,255156,142193,0.557,NA,0,0,0,0,0.895,0.105,knob180,mixed,,,,
CML228,chr8,1,444,271337,270893,148408,0.548,NA,0,0,0,0,0.899,0.101,knob180,mixed,,,,
CML52,chr8,1,714,265489,264775,150520,0.568,NA,0,0,0,0,0.885,0.115,knob180,mixed,,,,
B97,chr8,1,4978,411127,406149,219503,0.54,NA,0,0,0,0,0.593,0.407,knob180,mixed,,,,
CML322,chr8,1,14579,260141,245562,139482,0.568,NA,0,0,0,0,0.902,0.098,knob180,mixed,,,,
M162W,chr8,3,30038673,30100824,62151,7925,0.128,NA,0,0,0,0,0.45,0.55,TR-1,mixed,,,,
MS71,chr8,3,30250987,30313124,62137,7932,0.128,NA,0,0,0,0,0.449,0.551,TR-1,mixed,,,,
Ki11,chr8,3,30982789,31045004,62215,7926,0.127,NA,0,0,0,0,0.45,0.55,TR-1,mixed,,,,
IL14H,chr8,3,30997864,31060008,62144,7928,0.128,NA,0,0,0,0,0.45,0.55,TR-1,mixed,,,,
B73,chr8,3,31108784,31127678,18894,2706,0.143,NA,0,0,0,0,1,0,knob180,single,,,,
HP301,chr8,3,31132996,31195130,62134,7928,0.128,NA,0,0,0,0,0.45,0.55,TR-1,mixed,,,,
B73,chr8,4,31237463,31306248,68785,7911,0.115,NA,0,0,0,0,0.451,0.549,TR-1,mixed,,,,
CML103,chr8,3,31259954,31322085,62131,7928,0.128,NA,0,0,0,0,0.45,0.55,TR-1,mixed,,,,
Tzi8,chr8,3,31313847,31332747,18900,2706,0.143,NA,0,0,0,0,1,0,knob180,single,,,,
Tzi8,chr8,4,31437542,31506370,68828,7932,0.115,NA,0,0,0,0,0.449,0.551,TR-1,mixed,,,,
Oh7b,chr8,3,31489014,31507908,18894,2706,0.143,NA,0,0,0,0,1,0,knob180,single,,,,
Oh7b,chr8,4,31617694,31686479,68785,7911,0.115,NA,0,0,0,0,0.451,0.549,TR-1,mixed,,,,
B97,chr8,3,31627204,31706707,79503,7923,0.1,NA,0,0,0,0,0.449,0.551,TR-1,mixed,,,,
M37W,chr8,3,31737010,31816513,79503,7923,0.1,NA,0,0,0,0,0.449,0.551,TR-1,mixed,,,,
Mo18W,chr8,3,36182091,36200880,18789,3751,0.2,NA,0,0,0,0,1,0,knob180,single,,,,
Ky21,chr8,3,37569909,37588699,18790,3752,0.2,NA,0,0,0,0,1,0,knob180,single,,,,
IL14H,chr8,5,64301304,64346459,45155,8153,0.181,NA,0,0,0,0,1,0,knob180,single,,,,
P39,chr8,5,65695086,65740242,45156,8153,0.181,NA,0,0,0,0,1,0,knob180,single,,,,
CML333,chr8,6,77808962,77821271,12309,3314,0.269,NA,0,0,0,0,1,0,knob180,single,,,,
Tzi8,chr8,8,78269336,78279896,10560,2895,0.274,NA,0,0,0,0,1,0,knob180,single,,,,
Tx303,chr8,6,111264875,111276724,11849,7351,0.62,NA,0,0,0,0,0,1,TR-1,single,,,,
CML322,chr8,5,112318941,112330791,11850,7341,0.619,NA,0,0,0,0,0,1,TR-1,single,,,,
M162W,chr8,6,112662730,112693981,31251,21004,0.672,NA,0,0,0,0,0.313,0.687,TR-1,mixed,,,,
CML69,chr8,7,113687807,113699656,11849,7351,0.62,NA,0,0,0,0,0,1,TR-1,single,,,,
IL14H,chr8,7,113874979,113906226,31247,21003,0.672,NA,0,0,0,0,0.313,0.687,TR-1,mixed,,,,
P39,chr8,7,114443543,114479730,36187,20979,0.58,NA,0,0,0,0,0.311,0.689,TR-1,mixed,,,,
CML333,chr8,8,114525236,114537087,11851,7342,0.62,NA,0,0,0,0,0,1,TR-1,single,,,,
Tzi8,chr8,9,115287789,115319037,31248,21005,0.672,NA,0,0,0,0,0.313,0.687,TR-1,mixed,,,,
Oh7b,chr8,8,115321724,115352970,31246,21004,0.672,NA,0,0,0,0,0.313,0.687,TR-1,mixed,,,,
M37W,chr8,7,115634196,115665447,31251,21004,0.672,NA,0,0,0,0,0.313,0.687,TR-1,mixed,,,,
B73,chr8,8,119701256,119716847,15591,4099,0.263,NA,0,0,0,0,1,0,knob180,single,,,,
CML228,chr8,7,120024349,120039895,15546,4085,0.263,NA,0,0,0,0,1,0,knob180,single,,,,
CML52,chr8,8,120026675,120042223,15548,4099,0.264,NA,0,0,0,0,1,0,knob180,single,,,,
Ky21,chr8,8,135440521,135499382,58861,10246,0.174,NA,0,0,0,0,1,0,knob180,single,,,,
